	acc	loss	val_acc	val_loss
0	0.9238183653992329	0.8234003143604308	0.938624508258624	0.40428421130547154
1	0.94712718557341	0.3297240961634024	0.9542483571248177	0.2942195332967318
2	0.957540942169521	0.25239834659891686	0.96447700659434	0.24454083278393135
3	0.96633382421909	0.19669165328653207	0.9715933356529627	0.21561768773274545
4	0.9730218227940424	0.15970337431062304	0.9749513693344899	0.1829383872831479
5	0.9762631307209548	0.1320152164521915	0.9750601395582541	0.19901242573291827
6	0.9799687686008458	0.11039697697716053	0.9797596362920907	0.15276294704049062
7	0.9823421749344753	0.09393017455460084	0.9809516802812234	0.14203308509328427
8	0.9846580494092767	0.07970515729160724	0.9824508098455575	0.13519229877453584
9	0.9865650835603771	0.06798671836461728	0.9830485582351685	0.1272865636417499
10	0.9883883156136449	0.05788735181044037	0.9835015972455342	0.12664505860362296
11	0.9904693887703228	0.048153361799431055	0.9840058565139771	0.1189305682403919
12	0.9915594638246383	0.041173276396179355	0.9848226758149954	0.11761815261382323
13	0.9931701625665553	0.03346953771770722	0.9841817602133139	0.12290518167309272
14	0.9944950886423176	0.02786551651568434	0.9851189020352485	0.11571069736129198
