	acc	loss	val_acc	val_loss
0	0.9221697491240186	0.8078635559551525	0.9432773932432517	0.44431784389874873
1	0.9483983688490881	0.38502892304306113	0.9529250239714598	0.32754188997623246
2	0.954036995588225	0.3036345112638505	0.9595827784293737	0.2743593328274213
3	0.9592714187073367	0.2507712030895997	0.9661465767102364	0.23812512251046988
4	0.9648289104761726	0.20976101988219586	0.9703434601808205	0.2105236908946282
5	0.9693221382313173	0.17828775947243466	0.9734336272264138	0.18891283254592847
6	0.9729909478503355	0.15422769156422947	0.9766823896994957	0.17418100348649881
7	0.9757442158309803	0.13476119427332128	0.9784741129630651	0.1630732232179397
8	0.9789729105232835	0.11597198821661626	0.978859534019079	0.1543186964514928
9	0.9801057324682263	0.10189322351065144	0.9797681756508656	0.14640959256734604
10	0.9822449497263818	0.08988576977461478	0.9810494053058135	0.14115007267548488
11	0.9843109329410381	0.0787475427983552	0.9812862763038048	0.13688096172916583
12	0.9857652795852476	0.06888483186857929	0.9814806944284684	0.13315161497164996
13	0.9869967337095304	0.060609502523186705	0.9824373080180242	0.12909587512795742
14	0.9886309191076407	0.05216729431131361	0.9816005419462155	0.12970657327618354
