	acc	loss	val_acc	val_loss
0	0.9088564419130424	0.9337444672396118	0.9127896647526335	0.6157970103227612
1	0.924055477014791	0.5583003809857876	0.9274521838922225	0.5297499973531886
2	0.9301881437606	0.47266636277676355	0.9326343462674103	0.43950484296644
3	0.9353325324580299	0.40889679095303033	0.940093726680418	0.36999248839614746
4	0.9391626382091487	0.37263144510495266	0.9456721124700437	0.3427835321872666
5	0.9425668759331515	0.33962719269617714	0.9424250153270014	0.3493110217361104
6	0.9449745674336211	0.3185829373614404	0.9474948329203384	0.3103655561153955
7	0.9478398082828812	0.2976033162998211	0.9531923956446396	0.2827767830847071
8	0.9498718204614239	0.28289123678279865	0.9551255814540948	0.2682497537548543
9	0.9507098265114526	0.27573976683761575	0.955726643482258	0.26927610875122665
10	0.9517551685249189	0.26742550535404935	0.9586290470997988	0.25666155172084043
11	0.9539454834077133	0.2535495860625545	0.9563872905461814	0.25215703252358523
12	0.9554046756953092	0.24467840556315737	0.9601240130357964	0.24430733608104124
13	0.9566529242753258	0.2344512740429774	0.9588685454256617	0.23527536666738127
14	0.9582081949384742	0.2229006393647846	0.9614603714853678	0.22545788150177176
