	acc	loss	val_acc	val_loss
0	0.9232109135920459	0.8335471330302777	0.9394659717877706	0.4689040014377007
1	0.945928417219974	0.39348192508071167	0.9479236917617994	0.35836324179783846
2	0.954556953985699	0.3016163437279931	0.9627861334727361	0.27736211193677707
3	0.9621343452020316	0.24679044089039298	0.9669726243385902	0.23913480719694724
4	0.9670901837522047	0.21000341407143244	0.9716728399961423	0.21505346714686124
5	0.9705894496968084	0.1833238239073255	0.9730498919120202	0.19613093836949422
6	0.9731987377073374	0.16062556405534315	0.9746260905877138	0.18622063127083657
7	0.975546481520167	0.14124263159938902	0.9761135315283751	0.17006605750857257
8	0.9771474172966709	0.12684585530273984	0.9767033521945659	0.16193582700231138
9	0.9783143772937284	0.11251597037606507	0.9787076234817504	0.1542987927985497
10	0.9801521172093348	0.10061263243029482	0.9798693381823026	0.14424145471973296
11	0.9820819780378058	0.08832909928263873	0.9803661584854126	0.13921040997673303
12	0.9833797957375235	0.08016515774006891	0.9809184887470344	0.13420018651164495
13	0.9854715707803061	0.07221290845796875	0.9816568316557468	0.12980970130899014
14	0.9860910495253417	0.06445934236197189	0.9819557575079111	0.12743626206349104
