	acc	loss	val_acc	val_loss
0	0.9999440402218742	0.0008909663006852097	0.9836038155433459	0.12328052679315592
1	0.9999412093618916	0.0008825869462440022	0.9836038155433459	0.12324297273388275
2	0.9999631373795739	0.0008578096844352745	0.9836038155433459	0.12320159031794621
3	0.9999582368810841	0.0009039291507247897	0.9836038155433459	0.12316854374530987
4	0.9999606837533882	0.0008745475922113364	0.9836038155433459	0.12313466652845725
5	0.9999457857396343	0.0009151085057553023	0.9836038155433459	0.12310687932066429
6	0.9999613994025555	0.0009001409965687676	0.9836038155433459	0.12307222884817001
7	0.9999640811525687	0.000816420761087645	0.9836038155433459	0.12304791699235255
8	0.9999616633285128	0.0008730356772428961	0.9836038155433459	0.12303420066451415
9	0.9999438474411749	0.0008851840952001472	0.9836458481275119	0.12299600803317168
10	0.999961801094584	0.0008862896812659646	0.9836458481275119	0.12296487018465996
11	0.9999634206491729	0.0008793928163157872	0.9836838385997675	0.12293258637954027
12	0.9999629042722998	0.0009015987238388742	0.9837361023976252	0.12288823234729278
13	0.9999605000871505	0.0009359265062256181	0.9837361023976252	0.12286248331268629
14	0.9999627815877119	0.0008961036731540231	0.9837361023976252	0.12281144246076926
15	0.9999431856263458	0.0008794324078668335	0.9837361023976252	0.12279452228775391
16	0.9999603207486428	0.000881688882816046	0.9837361023976252	0.12276474902263054
17	0.9999641284297401	0.00085059891437458	0.9837361023976252	0.12272648297441312
18	0.9999557659439784	0.0009558915270224001	0.9837361023976252	0.1226965433320938
19	0.9999589540383996	0.0009115936531202726	0.9837361023976252	0.1226723772019912
20	0.9999646657239748	0.0008974303669750597	0.9837361023976252	0.12264640835615305
21	0.9999628061770868	0.0008554301787258973	0.9837361023976252	0.12261511927995926
22	0.9999620136779265	0.0008456715382891733	0.9837361023976252	0.12258328124880791
23	0.9999632892435534	0.0008685268965722405	0.9837361023976252	0.122550546282377
24	0.9999397565560504	0.0009359412648132618	0.9837361023976252	0.12254698138970595
25	0.9999636367078137	0.0008345552930740047	0.9837361023976252	0.12253022851088108
26	0.9999275819303179	0.0008881936633956339	0.9837361023976252	0.12249866815713736
27	0.9999607328009946	0.0008497575068835075	0.9837361023976252	0.12247562926167097
28	0.9999648283417075	0.0008739326333645547	0.9837361023976252	0.12245746482259189
29	0.9999581399005895	0.0008927208483009112	0.9837361023976252	0.12243006487305348
30	0.9999596989981019	0.0009162020939671229	0.9837361023976252	0.12240876005246089
31	0.9999447693788048	0.0008791181819418156	0.9837361023976252	0.1223877812234255
32	0.9999625312350895	0.0008874354342677978	0.9837361023976252	0.12238447572558354
33	0.9999617384736426	0.0009445595373532748	0.9837361023976252	0.12235908701251715
34	0.9999620464637596	0.00085617020678562	0.9837361023976252	0.12233573687382233
35	0.9999652652457209	0.0008433228373354376	0.9837361023976252	0.12231130181596829
36	0.9999456632517614	0.0008874182716525304	0.9837361023976252	0.12229282779571338
37	0.9999633965187996	0.0008879716285761565	0.9837786167095869	0.12226228906940191
38	0.9999810282808982	0.0008625821323625536	0.9837786167095869	0.12224812245903871
39	0.999959234291702	0.0009338348398007641	0.9837786167095869	0.1222171134673632
40	0.9999429238642534	0.0008658677752514455	0.9837786167095869	0.12218789024612843
41	0.999959924826921	0.0008330421221424078	0.9837786167095869	0.12217439854374298
42	0.9999641464619484	0.0008466597307730585	0.9837786167095869	0.12216369958642201
43	0.9999569009239524	0.0008761376671653653	0.9838333135996109	0.12214328035330162
44	0.9999615351359049	0.0008468946180233631	0.9838333135996109	0.12212871677982501
45	0.9999583856631952	0.0008951981041075332	0.9838333135996109	0.12210770753713754
46	0.999965407536237	0.0008652541320322735	0.9838333135996109	0.12208825296316392
47	0.9999604897923989	0.0008647208079891392	0.9838333135996109	0.12206953303554119
48	0.9999629773191362	0.0008843367322136999	0.9838333135996109	0.12204600182863382
49	0.9999583674998436	0.0009487239937595121	0.9838333135996109	0.12202669657193697
