	acc	loss	val_acc	val_loss
0	0.9237403759960294	0.8495999764163371	0.9438210377326378	0.3608711692003103
1	0.953082809550534	0.2944462216398766	0.9615795869093675	0.26082523331428187
2	0.9674187802245514	0.206695466217297	0.9728186796873044	0.20119512306574064
3	0.9755880466126504	0.15359902021252808	0.9780968513244238	0.1653387606334992
4	0.9800693217677252	0.1206835782682017	0.979862364133199	0.14525883043041596
5	0.9830113439538953	0.0977618042850914	0.9816552449495365	0.1339061193741285
6	0.9858055938326225	0.08059817620597132	0.9827189607497974	0.12438136255129789
7	0.987602167790479	0.06723411994339741	0.9840469815792181	0.11760436771198725
8	0.9894638584129619	0.05557810128292497	0.9846670752916581	0.11495457376616124
9	0.9910296073185466	0.04680327878500631	0.9851120768449245	0.11169618776020332
10	0.9926048906722872	0.038286125264873336	0.9851139279512259	0.10907918717234563
11	0.993946648273531	0.03111733826506387	0.9863274296124777	0.10517365165436879
12	0.995214382741842	0.025868958587644517	0.9866100620000791	0.10433949601764862
13	0.9964079395903743	0.020265504663525308	0.9855725988363608	0.10606610348018317
14	0.9975047002662264	0.016419472836385243	0.9862547596295674	0.1052283198501055
