	acc	loss	val_acc	val_loss
0	0.9236162760826719	1.0783663782218371	0.938624508258624	0.5251751574186179
1	0.9401949450652329	0.5187951506692322	0.938624508258624	0.5359635842152131
2	0.9402539292709007	0.47437364446579167	0.938624508258624	0.42049224292620635
3	0.9482141555470339	0.32696776201885003	0.9561707716721755	0.2972121186363391
4	0.9599579072365797	0.2542117526887929	0.9620925958339984	0.25577145451918626
5	0.9662188658751014	0.2086693119622431	0.9685869238315484	0.22709967849346308
6	0.9716776827774426	0.17640356944896468	0.9719375827373602	0.19907698625555406
7	0.9758152868619191	0.14946806458684608	0.9768877173081423	0.1766865737354144
8	0.9792162010116283	0.12615704773315634	0.9786750591718234	0.1680109455799445
9	0.9813100459552048	0.10895153310875294	0.9797264190820547	0.1547883312862653
10	0.9829816423495873	0.09399963540769908	0.9811893359208719	0.1445730991852589
11	0.98532592515872	0.08150359077586068	0.9828913263785534	0.14087264178655087
12	0.9874891538431149	0.06987795295199939	0.9836956825011816	0.1347466422770268
13	0.9888006514973111	0.060457894976104314	0.9835242754373795	0.13006302093466124
14	0.9900356822281388	0.050861405565252794	0.9846144156578259	0.1210230498168713
