	acc	loss	val_acc	val_loss
0	0.9232883881879981	0.7642087605920168	0.938624508258624	0.4657757424391233
1	0.9407582721038751	0.3972493315687274	0.9407958094890301	0.36780582689321956
2	0.9448613919178382	0.33152787457860605	0.9483384679525326	0.3227123957413893
3	0.9503268177884377	0.2825545576801657	0.9505889785595429	0.30425869898918345
4	0.9564632406198021	0.24264311354414728	0.9623487182152577	0.25856369531307466
5	0.9621648985167147	0.21146422347547722	0.9643579192650624	0.23688885928728642
6	0.9674789441956414	0.17903480610766165	0.9702941231238537	0.2063904146735485
7	0.9721889354870527	0.15302903517441388	0.9735909015704424	0.19928236397413107
8	0.9746401271279758	0.13508403672538574	0.9749864425414648	0.17775728903137722
9	0.9773972863280209	0.11694463422753498	0.9755095182321011	0.16882112650917128
10	0.9797390006294082	0.10116876520798414	0.9768043582256024	0.16005392611408845
11	0.9805645104682091	0.09175339556730489	0.9774621587533218	0.15445829478976053
12	0.9828612646385125	0.07743902478215456	0.9776389406277584	0.14935219357602106
13	0.9847225611097086	0.06704525356524192	0.9785198544844603	0.14991159298672127
14	0.9859654200483601	0.05859553652464097	0.9793093036382626	0.14093281312439687
